iter	Logloss
538	0.06831725903
539	0.06829959816
540	0.06829315932
541	0.06825953761
542	0.06824201171
543	0.06819204171
544	0.06815571993
545	0.06814405614
546	0.06812543909
547	0.06810863397
548	0.06805106283
549	0.06802147084
550	0.0680128234
551	0.06799572926
552	0.06796744917
553	0.06795360152
554	0.06793431848
555	0.06790792092
556	0.06789487492
557	0.06788925336
558	0.06787053541
559	0.06785688813
560	0.06783143495
561	0.06780749971
562	0.0677795433
563	0.06774321327
564	0.06771467582
565	0.06769592532
566	0.06765381018
567	0.0676490947
568	0.0676008377
569	0.06755079655
570	0.06753569902
571	0.06751139594
572	0.06748108382
573	0.06742366696
574	0.0673941156
575	0.06737849645
576	0.06734155502
577	0.06731826547
578	0.06731055664
579	0.06729215437
580	0.06727383326
581	0.0672162414
582	0.06718437604
583	0.06714646054
584	0.06713119666
585	0.06708282198
586	0.06706486924
587	0.06704556213
588	0.06704008474
589	0.06703599932
590	0.06701643305
591	0.06699294912
592	0.06698096412
593	0.06695340784
594	0.06692865033
595	0.06689443707
596	0.06687424912
597	0.06686996391
598	0.06686005949
599	0.06684760023
600	0.06681272911
601	0.06679988966
602	0.06679792901
603	0.06678806372
604	0.06676722117
605	0.06674699522
606	0.06674522342
607	0.0667187734
608	0.06670653882
609	0.06669369988
610	0.06665430291
611	0.06664231036
612	0.06663834729
613	0.06662055996
614	0.06660778068
615	0.06658194167
616	0.06656732444
617	0.06654124231
618	0.06651297663
619	0.06647543733
620	0.06642636892
621	0.06638781939
622	0.0663435656
623	0.06632354417
624	0.06629541342
625	0.06627357281
626	0.06625589591
627	0.06623006667
628	0.06621037123
629	0.06618465692
630	0.06614825944
631	0.06613940208
632	0.06613232146
633	0.06611806608
634	0.06609574835
635	0.06607138029
636	0.06603926188
637	0.06602532371
638	0.06599807013
639	0.0659721739
640	0.06596757894
641	0.06594957656
642	0.06594204316
643	0.06592806915
644	0.06589767503
645	0.06588105548
646	0.06585058327
647	0.06583248948
648	0.06582232698
649	0.0658163165
650	0.06580332743
651	0.06578869238
652	0.06575197777
653	0.06574054042
654	0.06571796036
655	0.06570681674
656	0.06568408394
657	0.06567384066
658	0.06566173837
659	0.06564317585
660	0.0656232761
661	0.06559245665
662	0.06556475452
663	0.06554160174
664	0.06551253221
665	0.06547673725
666	0.06544975986
667	0.06544358648
668	0.06542769812
669	0.06541041482
670	0.06537061595
671	0.06533431998
672	0.06530915489
673	0.06528698031
674	0.06527192629
675	0.06522880983
676	0.0652135916
677	0.06518952699
678	0.06515684511
679	0.06513372623
680	0.06510171769
681	0.06507787692
682	0.06507135499
683	0.06503590908
684	0.06502272904
685	0.06501388281
686	0.06499536393
687	0.064993159
688	0.06497968529
689	0.06497107554
690	0.06494975473
691	0.06493168879
692	0.06491897758
693	0.06489152471
694	0.06486962956
695	0.06486739418
696	0.06482288324
697	0.06478544287
698	0.06476752925
699	0.0647480882
700	0.06473758723
701	0.06472070195
702	0.064715531
703	0.06471500559
704	0.06471312845
705	0.0646927219
706	0.0646793009
707	0.06466852583
708	0.06462385127
709	0.06459925627
710	0.06457018573
711	0.0645445148
712	0.06453575823
713	0.06451172324
714	0.06449795546
715	0.06448263163
716	0.06444512535
717	0.06441656674
718	0.06440154746
719	0.06440086627
720	0.06439889869
721	0.0643837679
722	0.06433756165
723	0.06429488212
724	0.06428790429
725	0.06426543054
726	0.06424206097
727	0.06422812473
728	0.06420849638
729	0.06417470971
730	0.06415252683
731	0.06414759984
732	0.06411168295
733	0.06408953885
734	0.06408163946
735	0.06406306826
736	0.06404851715
737	0.06401867711
738	0.06400326622
739	0.06399048469
740	0.06396634222
741	0.06396193642
742	0.0639361712
743	0.06390923606
744	0.063885999
745	0.06386532014
746	0.0638393764
747	0.0638316229
748	0.06382562934
749	0.06381519506
750	0.06380019697
751	0.06379557212
752	0.0637902792
753	0.06376110747
754	0.06375721376
755	0.06375679137
756	0.06373095027
757	0.06372540192
758	0.06369979362
759	0.0636919892
760	0.0636904716
761	0.06366598652
762	0.06364795427
763	0.06362897053
764	0.06359474848
765	0.06358940966
766	0.06357239238
767	0.06354768159
768	0.0635250286
769	0.0634882971
770	0.06345784238
771	0.06343308484
772	0.06341308797
773	0.0634105958
774	0.06337673703
775	0.06333952986
776	0.06329850046
777	0.0632715532
778	0.06324872644
779	0.06323675142
780	0.06321732838
781	0.06320499052
782	0.06320068322
783	0.06318368716
784	0.06316564376
785	0.0631401781
786	0.06313920652
787	0.06313208444
788	0.06311240616
789	0.06308442922
790	0.06307764788
791	0.0630568137
792	0.06303162942
793	0.0630168578
794	0.06300446928
795	0.06297269404
796	0.06296136101
797	0.06293565879
798	0.062919193
799	0.06288776867
800	0.06287423368
801	0.06285206501
802	0.06282602051
803	0.06282537021
804	0.06280055423
805	0.06278236837
806	0.06278063822
807	0.06276114796
808	0.06275739478
809	0.06275000002
810	0.06272770948
811	0.06272262893
812	0.06270337314
813	0.06268743268
814	0.06265089349
815	0.06263473263
816	0.06261915118
817	0.0626032031
818	0.06259377429
819	0.06258889345
820	0.06255573695
821	0.06254111898
822	0.06250465943
823	0.06246458286
824	0.06244224844
825	0.06240988076
826	0.06240907456
827	0.06239749321
828	0.0623904319
829	0.06237908663
830	0.06236383686
831	0.06234796184
832	0.06234240272
833	0.06234184061
834	0.06232464656
835	0.06231872687
836	0.0623088188
837	0.06225294392
838	0.06223216217
839	0.06222451782
840	0.06220726812
841	0.06219802359
842	0.06216474122
843	0.06213115188
844	0.06212820772
845	0.06211356196
846	0.06210692958
847	0.06207042102
848	0.0620529479
849	0.06205075093
850	0.06205033675
851	0.06203612378
852	0.06199778628
853	0.06198072711
854	0.06194874568
855	0.06192343164
856	0.06189781625
857	0.06186927989
858	0.06183725101
859	0.06182774857
860	0.06180602034
861	0.06179118244
862	0.06178051816
863	0.06175272862
864	0.06174284759
865	0.06174206778
866	0.06173599719
867	0.06170856612
868	0.06168028845
869	0.06165442002
870	0.06161490028
871	0.06159641204
872	0.06155684589
873	0.06155608481
874	0.06154919932
875	0.06153572344
876	0.06153528705
877	0.06151367985
878	0.06149724521
879	0.06147372903
880	0.06146066868
881	0.06145989754
882	0.06143548772
883	0.06142256118
884	0.06141245116
885	0.06140867233
886	0.06140437203
887	0.06138577813
888	0.06138558029
889	0.06137902201
890	0.06136293811
891	0.06134655913
892	0.06134052445
893	0.06132548298
894	0.06132424164
895	0.06132392409
896	0.06132218197
897	0.06131261875
898	0.06127081717
899	0.06123338142
900	0.06118494856
901	0.06117468035
902	0.06116766962
903	0.0611516022
904	0.06115128645
905	0.06113449597
906	0.06109685347
907	0.06107107244
908	0.06103519133
909	0.06102074185
910	0.061006255
911	0.0609872005
912	0.06095472029
913	0.06094863263
914	0.06094534161
915	0.06092511535
916	0.06090867575
917	0.06089263906
918	0.0608817028
919	0.06086740466
920	0.06082883509
921	0.06081268107
922	0.06079438329
923	0.06078168203
924	0.06073704953
925	0.06073672681
926	0.06073637476
927	0.06071524476
928	0.06068704867
929	0.06068423921
930	0.06066911509
931	0.0606481922
932	0.06061049404
933	0.06059072293
934	0.06058228476
935	0.06057285917
936	0.06056221157
937	0.06056125694
938	0.06054593079
939	0.06053474028
940	0.06052871611
941	0.06052521027
942	0.0605153445
943	0.06050731034
944	0.06050473776
945	0.06048852514
946	0.06045615333
947	0.06042353048
948	0.06041108226
949	0.06038428223
950	0.06038214924
951	0.06038032626
952	0.0603789484
953	0.06037866851
954	0.06035671591
955	0.06032585405
956	0.06029600798
957	0.06028393011
958	0.06025394939
959	0.06022985774
960	0.06022517441
961	0.06021402329
962	0.06021155166
963	0.06018711893
964	0.06015038227
965	0.06014931438
966	0.0601441312
967	0.06012415409
968	0.06010534568
969	0.06010127982
970	0.06009955504
971	0.06008954831
972	0.06008265251
973	0.0600781676
974	0.06006664487
975	0.0600619363
976	0.06004315176
977	0.06004273208
978	0.06004063358
979	0.06001373163
980	0.05999298684
981	0.05996553939
982	0.05994847654
983	0.0599050577
984	0.05990315708
985	0.05990077421
986	0.05989162749
987	0.05986932979
988	0.05985973849
989	0.0598473677
990	0.0598369305
991	0.05982593091
992	0.05980783146
993	0.05979108697
994	0.05977321643
995	0.05971717608
996	0.05971554638
997	0.05969903927
998	0.05969170435
999	0.05968426578
1000	0.05967452725
1001	0.05965867816
1002	0.05965851597
1003	0.05964566057
1004	0.0596241002
1005	0.05961429732
1006	0.05961050991
1007	0.05958393442
1008	0.05957204347
1009	0.0595710403
1010	0.0595445451
1011	0.05953652054
1012	0.05951706362
1013	0.0594931809
1014	0.05947111999
1015	0.05946285323
1016	0.05945730445
1017	0.05942805036
1018	0.05942796114
1019	0.05942527151
1020	0.05941474274
1021	0.05941344569
1022	0.05938649747
1023	0.05937792656
1024	0.05937786882
1025	0.05936550954
1026	0.05934766482
1027	0.05933812109
1028	0.05932943908
1029	0.05932920171
1030	0.05932144095
1031	0.05930912794
1032	0.0593054565
1033	0.05927819213
1034	0.05925984445
1035	0.05924655067
1036	0.05922951907
1037	0.05922027105
1038	0.05921431677
1039	0.05920644455
1040	0.0592029004
1041	0.05919000408
1042	0.05918173126
1043	0.05914980317
1044	0.05911743074
1045	0.05911464883
1046	0.05910016019
1047	0.05907602409
1048	0.05906151842
1049	0.05902489924
1050	0.05902027517
1051	0.05900926143
1052	0.05897326341
1053	0.05894777919
1054	0.05893813232
1055	0.05892736781
1056	0.05889882849
1057	0.05888312217
1058	0.05887376409
1059	0.05886190563
1060	0.05885395104
1061	0.05884891275
1062	0.05883971442
1063	0.05883284748
1064	0.05882037307
1065	0.0588093362
1066	0.05877913904
1067	0.0587661812
1068	0.05876594838
1069	0.05875176081
1070	0.05873457855
1071	0.05872894841
1072	0.05872844951
1073	0.05872767
1074	0.05869875045
1075	0.05867210391
1076	0.05864478587
1077	0.05860999365
1078	0.05860571865
1079	0.05858792612
1080	0.05858527783
1081	0.05858521256
1082	0.05858351978
1083	0.05855808399
1084	0.05854237815
1085	0.05852742906
1086	0.05850619111
1087	0.05848484602
1088	0.05845338032
1089	0.05843090349
1090	0.05842954798
1091	0.0584287017
1092	0.05842494061
1093	0.05842303892
1094	0.05842134269
1095	0.05840973212
1096	0.05840004181
1097	0.05838581646
1098	0.05838144639
1099	0.05837733052
1100	0.0583767509
1101	0.0583719137
1102	0.05837136273
1103	0.05835850225
1104	0.05833030056
1105	0.05832929618
1106	0.05832722104
1107	0.05831930538
1108	0.05831873158
1109	0.05831369077
1110	0.05831232583
1111	0.05828314717
1112	0.05828007839
1113	0.0582642096
1114	0.05822725732
1115	0.05819909799
1116	0.05818686773
1117	0.05817967751
1118	0.05817611235
1119	0.05814345109
1120	0.05814270112
1121	0.05812239199
1122	0.05811445761
1123	0.05810069179
1124	0.05809696313
1125	0.05809375901
1126	0.05809171224
1127	0.05806045732
1128	0.05803141384
1129	0.05799742565
1130	0.05799573049
1131	0.05798410606
1132	0.05797097703
1133	0.05796227311
1134	0.05795410256
1135	0.05795252526
1136	0.05792063409
1137	0.05789047386
1138	0.0578592231
1139	0.05785787168
1140	0.05784631271
1141	0.05783668053
1142	0.05781824338
1143	0.0578179901
1144	0.05781762296
1145	0.05780880361
1146	0.05780777444
1147	0.05780680199
1148	0.05779797818
1149	0.05778568548
1150	0.05778485225
1151	0.05775655624
1152	0.05773363064
1153	0.05772613734
1154	0.05771968
1155	0.05768668597
1156	0.05767392626
1157	0.05765021349
1158	0.05763685529
1159	0.05762289414
1160	0.05761593044
1161	0.05759314255
1162	0.05758515507
1163	0.05757480766
1164	0.0575658104
1165	0.05755451711
1166	0.05755205808
1167	0.05751911959
1168	0.05750142242
1169	0.05749279831
1170	0.05749174811
1171	0.05748722404
1172	0.05747448216
1173	0.05747330591
1174	0.05747250717
1175	0.05747126095
1176	0.05747104646
1177	0.0574685934
1178	0.0574536152
1179	0.05743002469
1180	0.05740477639
1181	0.05738669691
1182	0.0573629475
1183	0.05736195119
1184	0.05736142998
1185	0.05733397713
1186	0.05731933716
1187	0.05730969711
1188	0.05728473208
1189	0.05727987322
1190	0.05727427393
1191	0.05726529034
1192	0.05725017842
1193	0.0572408063
1194	0.05723780999
1195	0.05723770827
1196	0.0572373306
1197	0.05722594722
1198	0.05722156621
1199	0.05721192377
1200	0.05719075036
1201	0.05718289582
1202	0.05716065758
1203	0.05714850088
1204	0.05714334393
1205	0.05713265891
1206	0.05712690955
1207	0.05711231062
1208	0.05711129343
1209	0.05710242281
1210	0.05709924223
1211	0.05707912927
1212	0.05707439426
1213	0.0570479126
1214	0.05702405161
1215	0.05702299607
1216	0.0570218171
1217	0.05700646364
